['new', 52375]
["'assfelagi", 1]
["'asberekeke", 1]
["'asbbbet", 1]
["'astelalafe", 1]
["'astemamaNa", 1]
["'astesa^seb", 1]
["'astesader", 1]
["'astesry", 1]
["'astesryo", 1]
["'astewaSe'o", 1]
["'astewa^S'a", 1]
["'astewa^S^So", 1]
["'astewa^So'o", 1]
["'astewS'o", 1]
["'asteyeyet", 1]
["'asteyeyat", 1]
["'asteyatet", 1]
["'astefader", 1]
["'astaquwal", 1]
["'astawequl", 1]
["'astawaS'o", 1]
["'astawa^S'o", 1]
["'astawsw", 1]
["'astawqul", 1]
["'astawqal", 1]
["'astawkWeN", 1]
["'astmamaN", 1]
["'astyayet", 1]
["'astduduri", 1]
["'astdadari", 1]
["'asclowal", 1]
["'askefelege", 1]
["'aski'ayj", 1]
["'askiyanj", 1]
["'askiyadj", 1]
["'askalubet", 1]
["'askrEn'", 1]
["'asdqotal", 1]
["'asgibehone", 1]
["'asgWebNw", 1]
["'asTelsmo", 1]
["'asfelgWet", 1]
["'asfelgWeN", 1]
["'asfewaSe'o", 1]
["'aspEranz", 1]
["'asosEytd", 1]
["'asosyetd", 1]
["'asosyEtd", 1]
["'axeqenTro", 1]
["'axebarenet", 1]
["'axenaflec", 1]
["'axenfwN", 1]
["'axangulut", 1]
["'axmurE'n", 1]
["'axmuyaTaC", 1]
["'axnefewal", 1]
["'axnafinet", 1]
["'axnktab", 1]
["'axkroft", 1]
["'axoxiyetd", 1]
["'aqerbewal", 1]
["'aqebayocac", 1]
["'aqenajnet", 1]
["'aqeTaTyw", 1]
["'aqumewalla", 1]
["'aquselewal", 1]
["'aqallewal", 1]
["'aqabEnway", 1]
["'aqrebenal", 1]
["'aqrbwl", 1]
["'aqrbonet", 1]
["'aqntwal", 1]
["'aqTaCawec", 1]
["'aqT'aC'a", 1]
["'aqoTaTeroce", 1]
["'abe^saCtot", 1]
["'aberehaley", 1]
["'aberetatw", 1]
["'aberhaley", 1]
["'abeqetotal", 1]
["'abebalalTo", 1]
["'abebangd", 1]
["'abebaketema", 1]
["'abedarinet", 1]
["'abums`ab", 1]
["'abidengero", 1]
["'abarewutal", 1]
["'abarrerut", 1]
["'ababalacw", 1]
["'ababaxnet", 1]
["'abablowede", 1]
["'ababsowal", 1]
["'abatE'nde", 1]
["'abannotal", 1]
["'abakenewal", 1]
["'abazebariqo", 1]
["'abElmHola", 1]
["'abEn'Ezer", 1]
["'ablaCanet", 1]
["'abrewacw", 1]
["'abradErE^sa", 1]
["'absaynet", 1]
["'abqtuwal", 1]
["'abqoto'al", 1]
["'abntant", 1]
["'abzesm`o", 1]
["'abyotnet", 1]
["'abdulmej", 1]
["'abdumonig", 1]
["'abdurexd", 1]
["'abdurezak", 1]
["'abdurazaz", 1]
["'abdurazq", 1]
["'abduqadr", 1]
["'abdu'alahi", 1]
["'abdu'aziz", 1]
["'abdu`areb", 1]
["'abdujebir", 1]
["'abdujobir", 1]
["'abdilfeta", 1]
["'abdiqadir", 1]
["'abdikadr", 1]
["'abdrezaq", 1]
["'abTelTlo", 1]
["'abTerTro", 1]
["'atekurewal", 1]
["'atallohal", 1]
["'atallo'al", 1]
["'atatalleN", 1]
["'atawsewal", 1]
["'atlEtnet", 1]
["'atqWiTerut", 1]
["'atge^sSeN", 1]
["'atom^hayl", 1]
["'ato'abadula", 1]
["'anesasacw", 1]
["'anesxnet", 1]
["'analayzd", 1]
["'anarkist", 1]
["'anarkst", 1]
["'anawTewal", 1]
["'anawTohal", 1]
["'anageNbet", 1]
["'anstehal", 1]
["'anqe^saqsa", 1]
["'anberkbo", 1]
["'anberkkWe", 1]
["'anbesanet", 1]
["'anbabinet", 1]
["'anbabiwec", 1]
["'anbbewt", 1]
["'anbbulN", 1]
["'anbblN", 1]
["'antwErp", 1]
["'antopoliji", 1]
["'ancarotal", 1]
["'anka^sanet", 1]
["'ankasanet", 1]
["'ankotakuto", 1]
["'andehuneNa", 1]
["'andelElut", 1]
["'andemixeT", 1]
["'andemibal", 1]
["'andemicl", 1]
["'andemiweTa", 1]
["'andemaged", 1]
["'andemtl", 1]
["'andeqeld", 1]
["'andetemeta", 1]
["'andeteCare", 1]
["'andenebere", 1]
["'andeNanet", 1]
["'andeNanec", 1]
["'andeNawma", 1]
["'ande'asebe", 1]
["'andewsT", 1]
["'andezeleqe", 1]
["'anditaxeg", 1]
["'andikefel", 1]
["'andiwerd", 1]
["'andiyayut", 1]
["'andiyageba", 1]
["'andiyageN", 1]
["'andiCawet", 1]
["'andalhEd", 1]
["'andalkut", 1]
["'andanresa", 1]
["'andanduma", 1]
["'andangeN", 1]
["'andayqer", 1]
["'andriyano", 1]
["'andtaweTa", 1]
["'andtqoy", 1]
["'andtcil", 1]
["'andneger", 1]
["'andTyt", 1]
["'anjabobat", 1]
["'anjawinet", 1]
["'angridj", 1]
["'anTelTye", 1]
["'anTefTro", 1]
["'an^Sebareqe", 1]
["'an^Sarawwi", 1]
["'an^Sarnet", 1]
["'anpEtifor", 1]
["'a'utonomy", 1]
["'a'itiyopika", 1]
["'a'ityoPya", 1]
["'a'ididqdi", 1]
["'a'maryat", 1]
["'a'sworzi", 1]
["'akerarkari", 1]
["'akenawnal", 1]
["'akedrjt", 1]
["'akahidulec", 1]
["'akahEdewt", 1]
["'akalu'ziya", 1]
["'akaHidewal", 1]
["'akaHidalec", 1]
["'akamaNnet", 1]
["'akababiwoce", 1]
["'akababiwoco", 1]
["'akattenal", 1]
["'akattotal", 1]
["'akakahEdut", 1]
["'aksewerzi", 1]
["'aksumawit", 1]
["'akspolzi", 1]
["'aksomorfi", 1]
["'aktivist", 1]
["'awuqac^hal", 1]
["'awudmalec", 1]
["'awudmotal", 1]
["'awrdnet", 1]
["'awropawit", 1]
["'awropawc", 1]
["'awstewt", 1]
["'awstriya", 1]
["'awstotal", 1]
["'awsto'al", 1]
["'awqehNal", 1]
["'awqalehuN", 1]
["'awtobsco", 1]
["'awtograf", 1]
["'awgzalec", 1]
["'awTtewala", 1]
["'awobalnor", 1]
["'azeregagt", 1]
["'azegajent", 1]
["'azegajajet", 1]
["'azegajnt", 1]
["'aznalehuN", 1]
["'azkargWeta", 1]
["'azorecwko", 1]
["'aye^serateNa", 1]
["'ayerlanwi", 1]
["'ayer^hayl", 1]
["'ayetederege", 1]
["'ayetedolete", 1]
["'ayetefelege", 1]
["'aye'amarNa", 1]
["'aye'afriqa", 1]
["'ayegolebete", 1]
["'ayamelTeN", 1]
["'ayaneqamko", 1]
["'ayawqumko", 1]
["'ayadegerege", 1]
["'ayEhseble", 1]
["'ayhunnji", 1]
["'ayhonlN", 1]
["'ay^saqubN", 1]
["'ayrebEnet", 1]
["'aybrCqo", 1]
["'aytewumal", 1]
["'aytewutal", 1]
["'aytewmal", 1]
["'aytbkey", 1]
["'aytn'ase", 1]
["'aytn'asi", 1]
["'aytTlema", 1]
["'aynoclay", 1]
["'aykelekel", 1]
["'aydelehuma", 1]
["'aydelem'e", 1]
["'aydyoloj", 1]
["'aygebamla", 1]
["'ayfeqdl", 1]
["'adehheyto", 1]
["'adelemwey", 1]
["'adelbert", 1]
["'aderejejet", 1]
["'aderejajt", 1]
["'adereguwat", 1]
["'aderajajet", 1]
["'aderajnet", 1]
["'aderjajet", 1]
["'adergewal", 1]
["'adergewt", 1]
["'adergulet", 1]
["'adergalec", 1]
["'adergotal", 1]
["'adergWetal", 1]
["'adengagari", 1]
["'adegaNanet", 1]
["'adumTewal", 1]
["'adukmewal", 1]
["'adi'aw`ala", 1]
["'adi`aw'ala", 1]
["'adavantEj", 1]
["'adagacnet", 1]
["'adlwinet", 1]
["'admaqinet", 1]
["'admawlay", 1]
["'adregWetal", 1]
["'adrabarat", 1]
["'adragiwoce", 1]
["'adr^sewal", 1]
["'adrxlN", 1]
["'adrgeww", 1]
["'adrgalc", 1]
["'adqewatal", 1]
["'adbansd", 1]
["'adkmowat", 1]
["'adgrlet", 1]
["'ajendunet", 1]
["'agelgayEc", 1]
["'agelgWelot", 1]
["'agerawinet", 1]
["'ager'aqef", 1]
["'agenatewal", 1]
["'agenaNehut", 1]
["'agenaNqal", 1]
["'ageNehuwat", 1]
["'ageNxlN", 1]
["'aguraxnet", 1]
["'agudfalec", 1]
["'agaleTewal", 1]
["'agalglot", 1]
["'agarecdw", 1]
["'aga'inst", 1]
["'agaTemenNa", 1]
["'agaTamiwec", 1]
["'agafafinet", 1]
["'agEynst", 1]
["'agNetenal", 1]
["'ag`aTerqe", 1]
["'ag`aTerq", 1]
["'aTeraTarri", 1]
["'aTenakrro", 1]
["'aTenkrota", 1]
["'aTewlgWet", 1]
["'aTabbewt", 1]
["'aTaTwtal", 1]
["'aTlmowat", 1]
["'a^Sntotal", 1]
["'a^Sdqalec", 1]
["'a^Sdtenal", 1]
["'a^Sdtewal", 1]
["'a^Sfenewal", 1]
["'afeqwerqi", 1]
["'afewerqima", 1]
["'afeT'aTer", 1]
["'afaTnewut", 1]
["'afafaminet", 1]
["'aflaqinet", 1]
["'afr^salec", 1]
["'afqarinet", 1]
["'aprExnal", 1]
["'ubemegleS", 1]
["'universti", 1]
["'uncalled", 1]
["'uN'a'ዽS", 1]
["'ih'adE't", 1]
["'ih'adEgma", 1]
["'ilarayonov", 1]
["'ilaber`d", 1]
["'ilmu'aziz", 1]
["'imigrant", 1]
["'immunity", 1]
["'imntnet", 1]
["'improver", 1]
["'isebawinet", 1]
["'ibrahimov", 1]
["'itambutol", 1]
["'ityyoPya", 1]
["'itydoPya", 1]
["'ityomEdiya", 1]
["'ityo'aPya", 1]
["'ityoPyuya", 1]
["'ityoPyane", 1]
["'ityoPya'a", 1]
["'ityopost", 1]
["'itPyoPya", 1]
["'inistiyut", 1]
["'inixeyetiv", 1]
["'inixiyetiv", 1]
["'inixyetiv", 1]
["'inanheyd", 1]
["'inbayanko", 1]
["'investero", 1]
["'investor", 1]
["'invisible", 1]
["'inviyEtivi", 1]
["'invEnter", 1]
["'invyetiv", 1]
["'interest", 1]
["'interlit", 1]
["'interpol", 1]
["'intranet", 1]
["'indelElut", 1]
["'indemireda", 1]
["'indemigeN", 1]
["'indeseTec", 1]
["'indetenesa", 1]
["'indeneber", 1]
["'indekebt", 1]
["'indulgede", 1]
["'industra", 1]
["'indu'etuve", 1]
["'indisfafa", 1]
["'indizegb", 1]
["'indiyageN", 1]
["'indideraj", 1]
["'indiTeyeq", 1]
["'indalebet", 1]
["'indastri", 1]
["'indjiner", 1]
["'indomorfi", 1]
["'indoswiz", 1]
["'indonExya", 1]
["'indonEziya", 1]
["'injinerig", 1]
["'injineyer", 1]
["'injineyEr", 1]
["'injiniyEr", 1]
["'injniyer", 1]
["'injnyer", 1]
["'inguxEtya", 1]
["'infulEnza", 1]
["'informali", 1]
["'inpEndig", 1]
["'iksworzi", 1]
["'ikonimist", 1]
["'ikonimiywi", 1]
["'izinvayva", 1]
["'iyeteTebeqe", 1]
["'iyewesedut", 1]
["'idimokrasi", 1]
["'idE'a'ahg", 1]
["'idE'a'a^hag", 1]
["'igzigutiv", 1]
["'iTalyawit", 1]
["'alemeqeyr", 1]
["'alarming", 1]
["'alli'ance", 1]
["'alfo'alfo", 1]
["'amelkti'u", 1]
["'astewaSa'o", 1]
["'abmezazemi", 1]
["'abnormal", 1]
["'atlantik", 1]
["'atkro'al", 1]
["'acco'unt", 1]
["'andandEma", 1]
["'andtgeN", 1]
["'a'athopica", 1]
["'awstewal", 1]
["'aytachal", 1]
["'ay'En'Ec", 1]
["'adergaluN", 1]
["'ageleglot", 1]
["'aTeraTerha", 1]
["'Eliktrik", 1]
["'ElEtronik", 1]
["'ElxElder", 1]
["'Elbareday", 1]
["'Elgrafiko", 1]
["'EmakaNnet", 1]
["'EmExktal", 1]
["'Embassy", 1]
["'Empirical", 1]
["'Ertrawwi", 1]
["'Erkraft", 1]
["'Eronotikal", 1]
["'Es'amarika", 1]
["'Es'amErika", 1]
["'EspiyonaZ", 1]
["'Exchange", 1]
["'Exkroft", 1]
["'Expelled", 1]
["'Equ'iment", 1]
["'Enduring", 1]
["'Endurance", 1]
["'EndonEZya", 1]
["'Eksepert", 1]
["'Ekseprt", 1]
["'EkstEnd", 1]
["'Ekspart", 1]
["'Eksplor", 1]
["'EdrEward", 1]
["'Edtoryal", 1]
["'Egzekutiv", 1]
["'EThi'opi'a", 1]
["'EC'ow'aS", 1]
["'Ef'Eksdi", 1]
["'Eff'orT", 1]
["'Epdimoloji", 1]
["'ndemlu`", 1]
["'nderasE'", 1]
["'NጝH'am", 1]
["'olumpiyad", 1]
["'olmirgani", 1]
["'organized", 1]
["'oskalfaro", 1]
["'ososiyetd", 1]
["'osoxyEtd", 1]
["'oxiyomhol", 1]
["'oxoxyEtd", 1]
["'observer", 1]
["'overha'ad", 1]
["'overmarsi", 1]
["'ovirtuyer", 1]
["'oNlf'na", 1]
["'o'utlo'ok", 1]
["'o'''neg", 1]
["'oksford", 1]
["'oyrosolar", 1]
["'oypinger", 1]
["'ogEntEler", 1]
["'offfff", 1]
["'opiNaniko'o", 1]
["'oprExnal", 1]
["'oprEtng", 1]
["'ernesnet", 1]
["'eteqeTaTay", 1]
["'edEmokrasi", 1]
['kehuleteNWaw', 1]
['kemzቕ`l', 1]
["ke'alቓ'ida", 1]
['kuramatunga', 1]
['kubanyanet', 1]
['kubanyawoci', 1]
['kuwErgeng', 1]
['kupertEst', 1]
['kEndemhni', 1]
['klebocumko', 1]
['klewbetal', 1]
['klimanjero', 1]
['klaxnikov', 1]
['klaxnkof', 1]
['klaxnkop', 1]
['klaxnkWeb', 1]
['klaxnkWev', 1]
['klanxkov', 1]
['klaynert', 1]
['kllocgr', 1]
['kmctlay', 1]
['kristiyano', 1]
['krsrfor', 1]
['krstinat', 1]
['krstiyane', 1]
['krnstat', 1]
['kronikler', 1]
['kronstat', 1]
['kronograf', 1]
['ksmktl', 1]
['kqerebebet', 1]
['kbrehzb', 1]
['kbrewerq', 1]
['kbruysfa', 1]
['kbrzebeNa', 1]
['kteregageTe', 1]
['ktebalebet', 1]
['kwaxiyakor', 1]
['kyemigeNut', 1]
['kderesubet', 1]
['komerxyal', 1]
['komuyunst', 1]
["komuyu'initi", 1]
['komixniner', 1]
['komixning', 1]
['komE^sarnet', 1]
['komErxiyal', 1]
['kommander', 1]
['kombxtato', 1]
['komNeyuter', 1]
['kompuyuter', 1]
['kompixtato', 1]
['kompiwtr', 1]
['kompiyiter', 1]
['kompiyoter', 1]
['kompExtato', 1]
['komprEser', 1]
['kordinEter', 1]
['kostakurta', 1]
['kostadinov', 1]
['kotenikard', 1]
['kotdivwar', 1]
['kotdEvuwari', 1]
['kotdEvwar', 1]
['konmaynizi', 1]
['konroband', 1]
['konseltasi', 1]
['konstert', 1]
['konstabl', 1]
['kontinesli', 1]
['kontinetal', 1]
['kontinEtal', 1]
['kontEntal', 1]
['kontEynd', 1]
['kontjensi', 1]
['konnnewal', 1]
['konnnalec', 1]
['konfEdExal', 1]
['konfrense', 1]
['konpiwter', 1]
["ko'ordnEt", 1]
['kokebzemeca', 1]
['kowpiwter', 1]
['kodaflafer', 1]
['kWeminikExt', 1]
['kWemandetori', 1]
['kWemandatori', 1]
['kWentEyner', 1]
['hristEnko', 1]
['welawaynet', 1]
['weldetsa`E', 1]
['weldegerima', 1]
['weldeSadq', 1]
['welde^Sadq', 1]
['wereqetnet', 1]
['weredewerq', 1]
['werrewnal', 1]
['werqamanet', 1]
['wese^saNnet', 1]
['weslatanet', 1]
['wesfenTer', 1]
['wetaderuyale', 1]
['wetaderawit', 1]
['wendusirak', 1]
['wendmteka', 1]
['wendyrad', 1]
['wendogenet', 1]
['wenjeleNoce', 1]
['wenjelewal', 1]
['wengelawit', 1]
['weketawsb', 1]
['weyemeTubet', 1]
['weymbelEla', 1]
['weysehalene', 1]
['wedultaweqe', 1]
['wedmEksiko', 1]
['wednesday', 1]
['weddewhal', 1]
['wegenwedaj', 1]
['weTagebanet', 1]
['weTmenged', 1]
['weTntenal', 1]
['wefCaCatno', 1]
["wassena'al", 1]
['waxtewuNal', 1]
["wa'alahihb", 1]
['waysbord', 1]
['waydlayf', 1]
['wEnteNnet', 1]
['wEymakariri', 1]
['whdannet', 1]
['wlocdegmo', 1]
['wsanEliseT', 1]
["wsanE'akal", 1]
['wsnunnet', 1]
["wsTe'awaqi", 1]
['wsTkemeto', 1]
['wntdesta', 1]
['wddrlay', 1]
['wTnqnT', 1]
['wolstrit', 1]
['wolstrEt', 1]
['`am^Senmal', 1]
['`am^Sobhal', 1]
['`arebawyat', 1]
['`araqWethut', 1]
['`aqabEbyane', 1]
['`alemzer`E', 1]
['`amelekaket', 1]
['`ametekeflo', 1]
['`ametbelay', 1]
['`ametbefit', 1]
['`amakaynet', 1]
['`arebawinet', 1]
['`asasbewal', 1]
['`aynesewr', 1]
['`ayneswr', 1]
['`aynHaSor', 1]
['`adihageray', 1]
["`adi'awe`ala", 1]
['`ndeneber', 1]
["`''qdn", 1]
['`wnetnet', 1]
['`dleNanet', 1]
['`dgetlay', 1]
['`oprEting', 1]
['zeleqEtanet', 1]
['zelefaneber', 1]
['zelalemawit', 1]
['zemen^hdar', 1]
['zerzerwal', 1]
['zestander', 1]
['zeቑselomn', 1]
["ze'antonEli", 1]
["ze'ndeyaze", 1]
['zegytuwal', 1]
['zalamnbesa', 1]
["zala'ambesa", 1]
['zambiyawit', 1]
['zadorozanaya', 1]
['zEnalekEnya', 1]
['zEnameSHEt', 1]
['zEdewocnl', 1]
['zEgnetacw', 1]
['zrkrnet', 1]
['zቐtelomn', 1]
['zvayberg', 1]
['ztemezgeb', 1]
["ztewe^Sa^S'u", 1]
['ztefelaleye', 1]
['znebarneta', 1]
["Zenophobi'a", 1]
['Zngurgur', 1]
['yeseneseb`', 1]
['yesaቕywom', 1]
["ye'uNዽPn", 1]
["ye'uS'a'ዽ", 1]
["ye''ikonomi", 1]
["yekoriyerE'", 1]
['yunuversti', 1]
['yunixersti', 1]
['yunibersiti', 1]
['yunibersti', 1]
['yuniveresiti', 1]
['yuniversite', 1]
['yunivrsti', 1]
["yu'Es'aydi", 1]
['yukrEynt', 1]
['yaweTachWl', 1]
['yEtegedelut', 1]
['yEymrhane', 1]
["yhun'nji", 1]
['yhmahber', 1]
['yhmasreja', 1]
["yh'aynet", 1]
['yhgenzeb', 1]
['yhonbenal', 1]
['yhonbacEl', 1]
['yleweTumal', 1]
['ylewjemer', 1]
['yluwacewal', 1]
['ymelesumal', 1]
['ymelale^sal', 1]
['ymelsket', 1]
["ymelketu'e", 1]
['yme^sleNal', 1]
['ymerTwal', 1]
['ymerTotal', 1]
['ymesertal', 1]
['ymesegumal', 1]
['ymecacwal', 1]
['yma^Senbet', 1]
['ymtawerut', 1]
['ymwagetal', 1]
['y^sebrutal', 1]
['y^seTacewal', 1]
['y^sanacewal', 1]
['y^sakaletal', 1]
['y^sqbetal', 1]
['y^stewalal', 1]
['yremermal', 1]
['yrebxotal', 1]
['yredacuhal', 1]
['yreCEbetal', 1]
['yseberumal', 1]
['ysewerubet', 1]
['ysewreNal', 1]
['ysewrewal', 1]
['yseTecewal', 1]
['yseTahhal', 1]
['ysmawotal', 1]
['ysfelgal', 1]
['yxalalusil', 1]
['yxbibnob', 1]
['yqe^seqe^sal', 1]
['yqebaZral', 1]
['yqene^slN', 1]
['yqeyEmutal', 1]
['yqeddewal', 1]
['yqeTuNalko', 1]
['yqrnaber', 1]
['yqozmuleta', 1]
['ybelawmal', 1]
['ybetenmal', 1]
['ybezabetala', 1]
['ybareralko', 1]
['yboTebuTal', 1]
['ytesmamut', 1]
['ytegebral', 1]
['ytaktumal', 1]
['ytaktmal', 1]
['ytadeslace', 1]
['ytadegmal', 1]
['ynesubetal', 1]
['ynebebtal', 1]
['ynegerawal', 1]
['yneTrumal', 1]
["ynageral'u", 1]
['yngeruwat', 1]
['ynfeqefeqe', 1]
['ynoruwatal', 1]
['ynoracewl', 1]
['ynorbtal', 1]
['ynorbotal', 1]
['ynobacewal', 1]
["y'andand", 1]
["y'^sra'El", 1]
['ykebbutal', 1]
['ykebbunal', 1]
['ykettenal', 1]
['ykettunal', 1]
['ykewenubet', 1]
['ykeffelal', 1]
['yhekemeHal', 1]
['yhewSHuf', 1]
['ywelebeleb', 1]
['ywerrunal', 1]
['ywesdtal', 1]
['yweyayayal', 1]
['ywedqumal', 1]
['yweddeNal', 1]
['yweddutal', 1]
['ywsedutko', 1]
['yzaweratl', 1]
['yzotaneber', 1]
['yyzewmal', 1]
['yderedaral', 1]
['ydereglata', 1]
['ydekmmal', 1]
['ydneggal', 1]
['yge^segsal', 1]
['yge^sSewal', 1]
['yge^sSuNal', 1]
['yge^sSatal', 1]
['yge^sSawal', 1]
['ygebacewale', 1]
['ygebacuhal', 1]
['ygebachWl', 1]
['ygenegeral', 1]
['ygeNalnal', 1]
['ygededalal', 1]
['ygeddeNal', 1]
['ygeffewal', 1]
['ygeffuxal', 1]
['ygeffatal', 1]
['ygonetlal', 1]
['ygona^Sefal', 1]
['ygWenaSefal', 1]
['ygWena^Sefal', 1]
['ygWezlaviya', 1]
['ygWedefral', 1]
['yTemedumal', 1]
['yTeqmehal', 1]
['yTebeqbl', 1]
['yTewelugal', 1]
['yTegbumal', 1]
['yTegnmal', 1]
['yCelTumal', 1]
['ySellxal', 1]
['y^Safbetal', 1]
['yfelgelet', 1]
['yfereTereT', 1]
['yferareqal', 1]
['yfetwatal', 1]
["yfeTra'al", 1]
['yfeSemmal', 1]
["yftaH'El", 1]
['yormarodEq', 1]
['yormarodEk', 1]
['yoxabHisEd', 1]
['yonivirsiti', 1]
['dehnnnet', 1]
['demedmewal', 1]
['demakaynet', 1]
['demberqay', 1]
['demnahabt', 1]
['demwezteNa', 1]
['democracy', 1]
['deresebacw', 1]
['der^sewlat', 1]
['dersobtal', 1]
['derbewlot', 1]
['desteNanet', 1]
['desteNnet', 1]
['debalqewal', 1]
["debalqo'al", 1]
['debre^hayl', 1]
['debregenet', 1]
['debzazanet', 1]
['debdebwt', 1]
['denquracEl', 1]
['denbeNanet', 1]
['denominator', 1]
["de'iH'adEg", 1]
['durgewnal', 1]
['dustriyal', 1]
['duwEnrayt', 1]
['duysburk', 1]
['dihaydrEt', 1]
['dihyumanz', 1]
['dimoblayz', 1]
['ditageNatal', 1]
['dingrgr', 1]
['diNelomatik', 1]
["di'alberto", 1]
['diyarEkter', 1]
['diyasqoTr', 1]
['diferenxal', 1]
['difernxal', 1]
['difiblEter', 1]
['diplomatic', 1]
["dahna'apala", 1]
['dargewalec', 1]
['dargacewal', 1]
['dassenewal', 1]
['dayrekter', 1]
['dayrikter', 1]
['dayrEktEve', 1]
['dayrkEter', 1]
['dagbladEt', 1]
['dEmokresewi', 1]
['dEmokratEk', 1]
['dhagenzeb', 1]
['dldynet', 1]
['dresgebto', 1]
['drajisEvic', 1]
['drdrfer', 1]
['drgitnet', 1]
["dro'ught", 1]
['dbrewerq', 1]
['dbqTebay', 1]
['dnbereteNa', 1]
['dnbrbr', 1]
['dngaynet', 1]
['dngagEwc', 1]
['dortumund', 1]
['doga`alilay', 1]
["ዸcepti'on", 1]
["ዸ'utscha", 1]
['ዺrectory', 1]
['ዺstrict', 1]
['ዺversity', 1]
['ዺplomatic', 1]
['ዺpolomatic', 1]
["ዼNE'aN'or", 1]
["ዽro'ught", 1]
['jelEwocacw', 1]
['jemrtalec', 1]
['jermennet', 1]
['jebdNnet', 1]
['jenEralnet', 1]
['jengWevist', 1]
['judgment', 1]
['jinviktor', 1]
["ji'olojikal", 1]
["ji'opoletika", 1]
['janhoynet', 1]
['jawaharlal', 1]
['jEneralnet', 1]
['jkemnilik', 1]
['jornalist', 1]
['jorkulund', 1]
['gehadawinet', 1]
['gelelelteNa', 1]
['gelel^Sewal', 1]
['gelmeTmeT', 1]
['gelsSEwal', 1]
['gelbeTenal', 1]
['gelSewall', 1]
['gel^Selnal', 1]
['gembtewal', 1]
['gemdelnet', 1]
['gerTtalec', 1]
['gessewnal', 1]
['gebemeqeTel', 1]
['gebetawariya', 1]
['gebreb^Su`', 1]
["gebre'gzi", 1]
['gebreSadiq', 1]
['gebre^Sadiq', 1]
["gebto'alet", 1]
['gebgabanet', 1]
['gevernmet', 1]
['gettobnal', 1]
['gendefarda', 1]
['geztoxefete', 1]
['geZibalager', 1]
['gedlewutal', 1]
['gedbewutal', 1]
['gegenwart', 1]
['geSeberket', 1]
['geffewNal', 1]
["guba'Edawit", 1]
['guba`EquTr', 1]
['gubNtacw', 1]
["gu'arante'a", 1]
['guwadalahara', 1]
['gudinatumsa', 1]
['gudateNnet', 1]
['gudayoclay', 1]
['gudgudgud', 1]
['giziyawiyw', 1]
['giyudolatEla', 1]
['galata^saray', 1]
['galatasaray', 1]
['garyeqrb', 1]
['gangster', 1]
['gle^SeNnet', 1]
['grenemayer', 1]
['grandpri', 1]
["gra'azmac", 1]
['gbarawinet', 1]
["gbre'aber", 1]
['gbrezmut', 1]
['gtreNnet', 1]
['gnmakseNo', 1]
['gnbetgl', 1]
['gnbarElay', 1]
['gnbatanet', 1]
['gnbatawic', 1]
['gnnuNenet', 1]
['gnnuNnet', 1]
["gnNu'nt", 1]
["gnN'unet", 1]
['gnzrzr', 1]
['gnflnet', 1]
["gTm'nde", 1]
['gCtsebeb', 1]
['golmasnet', 1]
['gotenberg', 1]
['goNbtewal', 1]
['gWerbeTbaTa', 1]
["ጘnerati'on", 1]
["ጙ'arante'a", 1]
['ጛtharing', 1]
["ጝrarante'a", 1]
["ጝ'aTEw'ay", 1]
['ጞverment', 1]
['Teltewumal', 1]
['Teltewmal', 1]
['Tertenotal', 1]
['Tequmewall', 1]
['Teqsewutal', 1]
['TebCarinet', 1]
["Tenkero'al", 1]
["Te'aching", 1]
['TegurelwT', 1]
['TunceNnet', 1]
['TimesgazETa', 1]
['Taliyanawit', 1]
['Taskforce', 1]
["Tho'usand", 1]
["Tho'ught", 1]
['TmateNnet', 1]
["Tri'aqerebe", 1]
["Tri'angle", 1]
['Trsunbq', 1]
["Tso'yegeba", 1]
['Tbeqamkr', 1]
['Tnssnet', 1]
['TntmyeNa', 1]
["T'ጝr'ay", 1]
['TfateNanet', 1]
['Torgnbar', 1]
['Townhall', 1]
['Cemddewut', 1]
['Cewatadegmo', 1]
["Curta'iled", 1]
['Cambridge', 1]
['Cananabedel', 1]
["Cle'aring", 1]
['Classical', 1]
['Cmlqlq', 1]
['Cngfgf', 1]
['CnoyhEdal', 1]
["C'ol'oNEl", 1]
['Conflict', 1]
["Co'untry", 1]
['Publishar', 1]
['Pacema^seraCa', 1]
["Pa'adophile", 1]
["Pa'inting", 1]
['PENCENTEr', 1]
['Plebiscite', 1]
['Programme', 1]
["Potenti'al", 1]
['Surrender', 1]
['Submitted', 1]
['SErEtxaHar', 1]
['Stastical', 1]
['Standing', 1]
['Struggle', 1]
['Snsehasab', 1]
['SnfeNanet', 1]
["S'oC''al", 1]
['Syonawinet', 1]
['Solidarity', 1]
['^SebelTeTta', 1]
['^Sedqolatal', 1]
['^SnfeNanet', 1]
['^Sfenlhal', 1]
["fer'onnet", 1]
['ferdinando', 1]
['ferjewatal', 1]
['ferjewtal', 1]
['fessobetal', 1]
['feqedaNnet', 1]
['fetlewerq', 1]
['fendinand', 1]
["fe'adback", 1]
['fedEralist', 1]
['feTrehewal', 1]
['feTraralec', 1]
['feSmoqerto', 1]
['feSsmewal', 1]
['fe^Smewtal', 1]
['fe^SmobNal', 1]
['fuqadeNnet', 1]
['filadElfya', 1]
['firkwEnsi', 1]
['fiziyotrapi', 1]
['fahrEnbac', 1]
['falastinya', 1]
['farenhayt', 1]
['farmasist', 1]
['farmasigora', 1]
['fabrikanet', 1]
['fantybel', 1]
['fayngold', 1]
